,Year,Month,Neighborhood,Assault,Burglary,Arrest,Disturbance,Robbery,zvhi
3512,2013,11,Rainier Beach,1,9,0,7,1,285500.0
3513,2014,11,Rainier Beach,0,5,0,9,1,299100.0
3514,2010,12,Rainier Beach,1,12,4,8,2,278600.0
3515,2011,12,Rainier Beach,0,13,0,7,1,247800.0
3516,2012,12,Rainier Beach,2,6,3,6,0,253900.0
3517,2013,12,Rainier Beach,4,5,0,9,2,288500.0
3518,2014,12,Rainier Beach,2,5,1,4,0,302300.0
3519,2010,1,Rainier View,0,0,0,0,0,248700.0
3520,2011,1,Rainier View,1,6,2,11,0,217100.0
3521,2012,1,Rainier View,0,9,0,3,0,191000.0
3522,2013,1,Rainier View,1,2,0,3,0,214500.0
3523,2014,1,Rainier View,1,3,0,3,0,246300.0
3524,2015,1,Rainier View,1,3,1,1,0,246800.0
3525,2010,2,Rainier View,0,0,0,0,0,247100.0
3526,2011,2,Rainier View,0,4,0,2,1,213700.0
3527,2012,2,Rainier View,2,6,0,7,0,191700.0
3528,2013,2,Rainier View,2,1,0,1,0,216500.0
3529,2014,2,Rainier View,4,1,1,1,1,248500.0
3530,2015,2,Rainier View,0,1,0,3,0,248100.0
3531,2010,3,Rainier View,0,0,0,0,0,245100.0
3532,2011,3,Rainier View,0,5,0,3,2,209900.0
3533,2012,3,Rainier View,0,10,3,4,2,193900.0
3534,2013,3,Rainier View,0,0,0,0,0,219700.0
3535,2014,3,Rainier View,2,7,1,5,1,248500.0
3536,2015,3,Rainier View,0,3,0,13,0,252700.0
3537,2010,4,Rainier View,0,0,0,0,0,243300.0
3538,2011,4,Rainier View,0,6,0,9,0,206900.0
3539,2012,4,Rainier View,1,7,1,3,0,195900.0
3540,2013,4,Rainier View,0,0,0,0,0,222900.0
3541,2014,4,Rainier View,0,3,0,6,0,244900.0
3542,2015,4,Rainier View,0,3,0,3,0,260100.0
3543,2010,5,Rainier View,0,0,0,0,0,240800.0
3544,2011,5,Rainier View,0,9,0,3,2,205200.0
3545,2012,5,Rainier View,0,4,3,11,0,198400.0
3546,2013,5,Rainier View,0,0,0,0,0,226600.0
3547,2014,5,Rainier View,0,6,0,9,0,239300.0
3548,2015,5,Rainier View,2,5,0,6,0,266400.0
3549,2010,6,Rainier View,0,0,0,0,0,237300.0
3550,2011,6,Rainier View,0,6,0,6,0,203600.0
3551,2012,6,Rainier View,2,4,1,5,1,201500.0
3552,2013,6,Rainier View,0,0,0,0,0,230800.0
3553,2014,6,Rainier View,0,5,0,16,1,234800.0
3554,2015,6,Rainier View,1,3,0,11,1,270800.0
3555,2010,7,Rainier View,0,2,0,5,0,234100.0
3556,2011,7,Rainier View,0,6,1,11,1,202900.0
3557,2012,7,Rainier View,0,5,0,16,0,203300.0
3558,2013,7,Rainier View,0,0,0,0,0,233700.0
3559,2014,7,Rainier View,2,4,0,18,1,232900.0
3560,2015,7,Rainier View,0,2,0,12,0,276200.0
3561,2010,8,Rainier View,1,2,2,15,1,230900.0
3562,2011,8,Rainier View,1,3,0,12,1,201900.0
3563,2012,8,Rainier View,2,2,2,19,0,203900.0
3564,2013,8,Rainier View,0,0,0,0,0,236100.0
3565,2014,8,Rainier View,1,0,0,14,1,235000.0
3566,2015,8,Rainier View,1,2,0,10,0,278900.0
3567,2010,9,Rainier View,0,8,2,6,0,227000.0
3568,2011,9,Rainier View,0,6,2,4,0,200000.0
3569,2012,9,Rainier View,1,1,2,7,0,205200.0
3570,2013,9,Rainier View,0,0,0,0,0,239200.0
3571,2014,9,Rainier View,1,1,0,4,0,238000.0
3572,2015,9,Rainier View,0,3,0,4,0,280000.0
3573,2010,10,Rainier View,2,3,1,8,0,223800.0
3574,2011,10,Rainier View,2,7,0,3,0,197300.0
3575,2012,10,Rainier View,0,4,0,4,1,208000.0
3576,2013,10,Rainier View,0,5,0,5,1,241700.0
3577,2014,10,Rainier View,0,3,0,5,0,240300.0
3578,2010,11,Rainier View,1,4,1,7,3,221700.0
3579,2011,11,Rainier View,0,6,0,3,0,195200.0
3580,2012,11,Rainier View,0,5,2,10,0,211100.0
3581,2013,11,Rainier View,0,3,0,7,1,243100.0
3582,2014,11,Rainier View,0,3,0,7,0,242300.0
3583,2010,12,Rainier View,2,3,1,6,1,219600.0
3584,2011,12,Rainier View,0,9,1,1,0,192800.0
3585,2012,12,Rainier View,1,3,0,9,2,213300.0
3586,2013,12,Rainier View,0,5,0,4,0,244600.0
3587,2014,12,Rainier View,1,1,0,2,1,244600.0
3588,2010,1,Ravenna,0,0,0,0,0,463800.0
3589,2011,1,Ravenna,3,6,0,20,0,458000.0
3590,2012,1,Ravenna,2,6,0,16,1,460700.0
3591,2013,1,Ravenna,1,11,0,14,0,501500.0
3592,2014,1,Ravenna,0,9,0,19,0,552100.0
3593,2015,1,Ravenna,3,7,0,17,2,591400.0
3594,2010,2,Ravenna,0,0,0,0,0,463400.0
3595,2011,2,Ravenna,1,4,0,6,0,456000.0
3596,2012,2,Ravenna,1,6,3,16,0,463000.0
3597,2013,2,Ravenna,0,7,0,12,2,507400.0
3598,2014,2,Ravenna,3,1,0,17,0,553600.0
3599,2015,2,Ravenna,0,5,0,20,1,598200.0
3600,2010,3,Ravenna,0,0,0,0,0,462300.0
3601,2011,3,Ravenna,0,7,0,7,0,453700.0
3602,2012,3,Ravenna,1,9,0,11,0,467800.0
3603,2013,3,Ravenna,0,0,0,0,0,512800.0
3604,2014,3,Ravenna,0,16,0,6,0,554500.0
3605,2015,3,Ravenna,0,5,0,13,1,612500.0
3606,2010,4,Ravenna,0,0,0,0,0,461400.0
3607,2011,4,Ravenna,0,12,2,17,0,451400.0
3608,2012,4,Ravenna,3,5,1,16,0,472500.0
3609,2013,4,Ravenna,0,0,0,0,0,519500.0
3610,2014,4,Ravenna,2,9,1,11,1,555900.0
3611,2015,4,Ravenna,1,8,2,15,0,628700.0
3612,2010,5,Ravenna,0,0,0,0,0,460900.0
3613,2011,5,Ravenna,4,9,0,26,0,450700.0
3614,2012,5,Ravenna,1,4,1,23,1,476800.0
3615,2013,5,Ravenna,0,0,0,0,0,526900.0
3616,2014,5,Ravenna,1,12,1,17,1,559000.0
3617,2015,5,Ravenna,0,5,0,19,0,638100.0
3618,2010,6,Ravenna,0,0,0,0,0,459500.0
3619,2011,6,Ravenna,2,6,2,16,3,451300.0
3620,2012,6,Ravenna,1,1,0,24,0,480800.0
3621,2013,6,Ravenna,0,0,0,0,0,533600.0
3622,2014,6,Ravenna,3,8,0,24,0,563600.0
3623,2015,6,Ravenna,2,12,0,19,1,641900.0
3624,2010,7,Ravenna,1,0,2,18,0,459800.0
3625,2011,7,Ravenna,2,4,1,30,0,450400.0
3626,2012,7,Ravenna,0,11,2,31,0,483800.0
3627,2013,7,Ravenna,0,0,0,0,0,540000.0
3628,2014,7,Ravenna,1,8,0,14,1,567000.0
3629,2015,7,Ravenna,0,16,0,24,1,648600.0
3630,2010,8,Ravenna,0,3,2,20,0,461800.0
3631,2011,8,Ravenna,1,4,1,19,2,450000.0
3632,2012,8,Ravenna,0,5,1,29,0,485900.0
3633,2013,8,Ravenna,0,0,0,1,0,545400.0
3634,2014,8,Ravenna,2,10,1,23,2,568900.0
3635,2015,8,Ravenna,1,8,0,28,0,653400.0
3636,2010,9,Ravenna,6,5,1,12,0,463500.0
3637,2011,9,Ravenna,1,8,1,21,2,451600.0
3638,2012,9,Ravenna,1,4,2,17,0,487900.0
3639,2013,9,Ravenna,0,0,0,0,0,549400.0
3640,2014,9,Ravenna,0,2,0,14,0,569900.0
3641,2015,9,Ravenna,1,4,0,15,0,656300.0
3642,2010,10,Ravenna,1,20,1,22,1,463000.0
3643,2011,10,Ravenna,1,15,2,21,1,454400.0
3644,2012,10,Ravenna,1,12,2,18,1,490200.0
3645,2013,10,Ravenna,0,6,1,13,0,552000.0
3646,2014,10,Ravenna,1,9,0,11,0,573700.0
3647,2010,11,Ravenna,4,15,5,19,3,461800.0
3648,2011,11,Ravenna,1,3,0,11,0,457600.0
3649,2012,11,Ravenna,2,12,0,12,0,493000.0
3650,2013,11,Ravenna,1,11,0,17,1,552300.0
3651,2014,11,Ravenna,4,11,0,16,2,580100.0
3652,2010,12,Ravenna,3,9,0,8,0,460300.0
3653,2011,12,Ravenna,1,7,0,15,0,459800.0
3654,2012,12,Ravenna,1,9,0,13,0,496500.0
3655,2013,12,Ravenna,0,5,1,17,1,551500.0
3656,2014,12,Ravenna,3,5,0,24,1,585900.0
3657,2010,1,Riverview,0,0,0,0,0,304300.0
3658,2011,1,Riverview,1,6,0,9,1,271800.0
3659,2012,1,Riverview,0,5,1,12,1,244600.0
3660,2013,1,Riverview,0,3,1,17,0,258000.0
3661,2014,1,Riverview,2,1,0,16,0,319100.0
3662,2015,1,Riverview,2,2,0,8,0,328700.0
3663,2010,2,Riverview,0,0,0,0,0,303200.0
3664,2011,2,Riverview,0,2,0,5,0,269100.0
3665,2012,2,Riverview,3,8,1,8,0,245000.0
3666,2013,2,Riverview,0,1,2,11,1,260900.0
3667,2014,2,Riverview,0,2,0,9,0,322300.0
3668,2015,2,Riverview,3,2,0,7,1,331400.0
3669,2010,3,Riverview,0,0,0,0,0,302300.0
3670,2011,3,Riverview,1,3,0,7,0,266500.0
3671,2012,3,Riverview,0,1,0,8,1,245400.0
3672,2013,3,Riverview,0,0,0,0,0,264600.0
3673,2014,3,Riverview,0,1,0,6,0,323500.0
3674,2015,3,Riverview,2,2,0,14,2,335100.0
3675,2010,4,Riverview,0,0,0,0,0,301800.0
3676,2011,4,Riverview,0,9,1,13,1,265300.0
3677,2012,4,Riverview,1,3,1,10,0,246200.0
