,Year,Month,Neighborhood,Assault,Burglary,Arrest,Disturbance,Robbery,zvhi
1231,2014,10,Eastlake,1,3,1,7,0,428900.0
1232,2010,11,Eastlake,1,2,1,11,0,348100.0
1233,2011,11,Eastlake,0,3,0,8,0,335600.0
1234,2012,11,Eastlake,1,5,1,9,0,370500.0
1235,2013,11,Eastlake,0,12,1,11,0,399300.0
1236,2014,11,Eastlake,1,4,0,13,0,432700.0
1237,2010,12,Eastlake,0,14,1,8,0,348300.0
1238,2011,12,Eastlake,0,7,2,13,0,335500.0
1239,2012,12,Eastlake,0,7,2,5,0,371800.0
1240,2013,12,Eastlake,1,8,0,10,1,400400.0
1241,2014,12,Eastlake,0,4,0,11,0,434400.0
1242,2010,1,Fairmount Park,0,0,0,0,0,352700.0
1243,2011,1,Fairmount Park,0,5,4,9,0,335400.0
1244,2012,1,Fairmount Park,1,2,0,14,0,322400.0
1245,2013,1,Fairmount Park,3,5,0,4,0,361600.0
1246,2014,1,Fairmount Park,3,3,0,10,0,404200.0
1247,2015,1,Fairmount Park,1,2,0,9,0,427100.0
1248,2010,2,Fairmount Park,0,0,0,0,0,355100.0
1249,2011,2,Fairmount Park,0,4,0,7,1,333300.0
1250,2012,2,Fairmount Park,0,2,2,6,2,324300.0
1251,2013,2,Fairmount Park,0,7,3,6,0,365400.0
1252,2014,2,Fairmount Park,0,2,0,13,0,408400.0
1253,2015,2,Fairmount Park,1,1,0,17,0,426000.0
1254,2010,3,Fairmount Park,0,0,0,0,0,357300.0
1255,2011,3,Fairmount Park,0,3,1,9,1,331900.0
1256,2012,3,Fairmount Park,1,0,0,11,1,328500.0
1257,2013,3,Fairmount Park,0,0,0,0,0,367700.0
1258,2014,3,Fairmount Park,3,1,0,11,0,411100.0
1259,2015,3,Fairmount Park,1,5,0,17,0,427700.0
1260,2010,4,Fairmount Park,0,0,0,0,0,358400.0
1261,2011,4,Fairmount Park,0,3,2,8,0,330400.0
1262,2012,4,Fairmount Park,2,5,0,19,0,331600.0
1263,2013,4,Fairmount Park,0,0,0,0,0,369900.0
1264,2014,4,Fairmount Park,2,2,0,9,0,413800.0
1265,2015,4,Fairmount Park,0,2,0,14,0,432800.0
1266,2010,5,Fairmount Park,0,0,0,0,0,357900.0
1267,2011,5,Fairmount Park,4,2,0,8,2,328900.0
1268,2012,5,Fairmount Park,1,3,1,10,1,334700.0
1269,2013,5,Fairmount Park,0,0,0,0,0,373600.0
1270,2014,5,Fairmount Park,1,1,1,12,1,415600.0
1271,2015,5,Fairmount Park,1,6,1,18,1,436700.0
1272,2010,6,Fairmount Park,0,0,0,0,0,355900.0
1273,2011,6,Fairmount Park,1,2,0,14,0,327700.0
1274,2012,6,Fairmount Park,1,1,1,18,0,338200.0
1275,2013,6,Fairmount Park,0,0,0,0,0,379700.0
1276,2014,6,Fairmount Park,1,0,0,13,0,417000.0
1277,2015,6,Fairmount Park,1,4,0,17,0,437500.0
1278,2010,7,Fairmount Park,1,1,0,12,0,352900.0
1279,2011,7,Fairmount Park,2,3,1,22,1,326800.0
1280,2012,7,Fairmount Park,2,9,5,18,0,340700.0
1281,2013,7,Fairmount Park,0,0,0,0,0,385000.0
1282,2014,7,Fairmount Park,1,2,1,25,0,417400.0
1283,2015,7,Fairmount Park,2,1,0,27,0,441000.0
1284,2010,8,Fairmount Park,0,8,2,18,0,350400.0
1285,2011,8,Fairmount Park,1,4,0,17,0,326000.0
1286,2012,8,Fairmount Park,0,3,0,28,1,343100.0
1287,2013,8,Fairmount Park,0,0,0,0,0,388300.0
1288,2014,8,Fairmount Park,0,3,0,16,0,417600.0
1289,2015,8,Fairmount Park,0,7,0,13,0,445200.0
1290,2010,9,Fairmount Park,1,4,1,10,0,347300.0
1291,2011,9,Fairmount Park,1,4,1,20,0,325800.0
1292,2012,9,Fairmount Park,3,4,1,18,0,346400.0
1293,2013,9,Fairmount Park,0,0,0,0,0,390900.0
1294,2014,9,Fairmount Park,0,2,0,11,0,418400.0
1295,2015,9,Fairmount Park,0,5,0,16,1,448100.0
1296,2010,10,Fairmount Park,0,3,6,14,0,343400.0
1297,2011,10,Fairmount Park,2,4,1,8,1,325600.0
1298,2012,10,Fairmount Park,0,3,0,13,0,349200.0
1299,2013,10,Fairmount Park,1,6,1,8,0,393900.0
1300,2014,10,Fairmount Park,0,2,0,17,0,421700.0
1301,2010,11,Fairmount Park,3,2,3,13,0,340100.0
1302,2011,11,Fairmount Park,2,4,0,6,0,325200.0
1303,2012,11,Fairmount Park,0,9,0,11,0,352400.0
1304,2013,11,Fairmount Park,0,6,1,16,0,396200.0
1305,2014,11,Fairmount Park,1,2,0,10,0,425300.0
1306,2010,12,Fairmount Park,0,3,4,12,0,337900.0
1307,2011,12,Fairmount Park,1,3,1,12,0,323800.0
1308,2012,12,Fairmount Park,3,5,0,18,1,356800.0
1309,2013,12,Fairmount Park,3,9,1,9,0,399700.0
1310,2014,12,Fairmount Park,0,2,1,3,0,426800.0
1311,2010,1,Fauntleroy,0,0,0,0,0,458100.0
1312,2011,1,Fauntleroy,2,1,2,3,0,432100.0
1313,2012,1,Fauntleroy,1,4,1,5,0,406100.0
1314,2013,1,Fauntleroy,0,5,1,4,1,468900.0
1315,2014,1,Fauntleroy,0,2,2,4,0,522200.0
1316,2015,1,Fauntleroy,0,0,0,5,0,541400.0
1317,2010,2,Fauntleroy,0,0,0,0,0,459700.0
1318,2011,2,Fauntleroy,0,3,0,2,0,429800.0
1319,2012,2,Fauntleroy,1,5,2,9,0,408200.0
1320,2013,2,Fauntleroy,2,3,0,2,0,472900.0
1321,2014,2,Fauntleroy,0,3,0,4,0,520300.0
1322,2015,2,Fauntleroy,0,3,0,2,1,546000.0
1323,2010,3,Fauntleroy,0,0,0,0,0,458900.0
1324,2011,3,Fauntleroy,0,5,1,4,0,426800.0
1325,2012,3,Fauntleroy,0,2,0,9,0,411000.0
1326,2013,3,Fauntleroy,0,0,0,0,0,478400.0
1327,2014,3,Fauntleroy,0,2,0,4,0,523000.0
1328,2015,3,Fauntleroy,0,2,0,6,0,555400.0
1329,2010,4,Fauntleroy,0,0,0,0,0,456400.0
1330,2011,4,Fauntleroy,0,7,1,10,0,423600.0
1331,2012,4,Fauntleroy,0,6,0,10,0,414900.0
1332,2013,4,Fauntleroy,0,0,0,0,0,486300.0
1333,2014,4,Fauntleroy,1,4,0,9,1,527700.0
1334,2015,4,Fauntleroy,0,2,0,5,0,565300.0
1335,2010,5,Fauntleroy,0,0,0,0,0,454100.0
1336,2011,5,Fauntleroy,0,6,1,7,0,421100.0
1337,2012,5,Fauntleroy,0,1,1,11,0,421100.0
1338,2013,5,Fauntleroy,0,0,0,0,0,496800.0
1339,2014,5,Fauntleroy,0,3,0,8,1,529400.0
1340,2015,5,Fauntleroy,0,2,0,7,0,569900.0
1341,2010,6,Fauntleroy,0,0,0,0,0,452600.0
1342,2011,6,Fauntleroy,0,8,0,20,0,418600.0
1343,2012,6,Fauntleroy,0,2,0,19,1,428300.0
1344,2013,6,Fauntleroy,0,0,0,0,0,506400.0
1345,2014,6,Fauntleroy,0,4,0,11,0,528800.0
1346,2015,6,Fauntleroy,0,5,0,12,0,569000.0
1347,2010,7,Fauntleroy,0,3,0,9,0,449500.0
1348,2011,7,Fauntleroy,2,12,0,18,0,416200.0
1349,2012,7,Fauntleroy,2,9,1,46,0,435700.0
1350,2013,7,Fauntleroy,0,0,0,0,0,512900.0
1351,2014,7,Fauntleroy,1,3,1,17,1,528900.0
1352,2015,7,Fauntleroy,1,3,0,9,0,566000.0
1353,2010,8,Fauntleroy,2,4,1,18,0,443600.0
1354,2011,8,Fauntleroy,1,5,2,14,1,413500.0
1355,2012,8,Fauntleroy,0,2,0,34,1,443300.0
1356,2013,8,Fauntleroy,0,0,0,0,0,517900.0
1357,2014,8,Fauntleroy,0,0,0,10,0,528800.0
1358,2015,8,Fauntleroy,0,2,0,10,0,566000.0
1359,2010,9,Fauntleroy,1,7,1,13,0,438000.0
1360,2011,9,Fauntleroy,4,11,2,21,0,412100.0
1361,2012,9,Fauntleroy,2,5,2,19,1,450200.0
1362,2013,9,Fauntleroy,0,0,0,0,0,521200.0
1363,2014,9,Fauntleroy,0,0,0,5,0,528900.0
1364,2015,9,Fauntleroy,1,1,1,1,0,569000.0
1365,2010,10,Fauntleroy,1,6,0,5,0,433100.0
1366,2011,10,Fauntleroy,1,3,1,5,0,413300.0
1367,2012,10,Fauntleroy,0,5,1,5,0,455700.0
1368,2013,10,Fauntleroy,0,4,0,3,0,522300.0
1369,2014,10,Fauntleroy,2,0,0,5,0,532700.0
1370,2010,11,Fauntleroy,1,2,1,9,0,430800.0
1371,2011,11,Fauntleroy,0,4,0,6,0,412800.0
1372,2012,11,Fauntleroy,1,6,0,9,0,461000.0
1373,2013,11,Fauntleroy,1,2,0,2,0,523800.0
1374,2014,11,Fauntleroy,0,4,0,4,0,537800.0
1375,2010,12,Fauntleroy,0,7,0,3,0,431400.0
1376,2011,12,Fauntleroy,2,6,1,6,0,408600.0
1377,2012,12,Fauntleroy,0,3,0,8,0,465400.0
1378,2013,12,Fauntleroy,1,3,0,3,1,524400.0
1379,2014,12,Fauntleroy,0,1,0,1,0,539600.0
1380,2010,1,First Hill,0,0,0,0,0,254800.0
1381,2011,1,First Hill,13,28,21,51,5,230300.0
1382,2012,1,First Hill,9,5,7,52,5,214300.0
1383,2013,1,First Hill,9,15,16,68,12,229300.0
1384,2014,1,First Hill,8,4,5,71,3,270000.0
1385,2015,1,First Hill,12,5,6,77,3,293200.0
1386,2010,2,First Hill,0,0,0,0,0,254600.0
1387,2011,2,First Hill,4,6,8,20,1,227700.0
1388,2012,2,First Hill,4,2,11,42,6,215600.0
1389,2013,2,First Hill,8,8,15,51,0,233300.0
1390,2014,2,First Hill,12,6,2,51,2,273800.0
1391,2015,2,First Hill,11,5,3,67,4,291400.0
1392,2010,3,First Hill,0,0,0,0,0,253200.0
1393,2011,3,First Hill,8,5,18,35,4,223800.0
1394,2012,3,First Hill,7,3,16,43,2,217400.0
1395,2013,3,First Hill,0,0,0,0,0,237600.0
1396,2014,3,First Hill,12,13,4,46,4,278700.0
1397,2015,3,First Hill,12,7,1,80,4,292200.0
1398,2010,4,First Hill,0,0,0,0,0,251100.0
1399,2011,4,First Hill,8,7,15,53,5,220500.0
1400,2012,4,First Hill,10,10,7,49,2,218600.0
1401,2013,4,First Hill,0,0,0,0,0,240500.0
1402,2014,4,First Hill,15,6,2,72,4,284700.0
1403,2015,4,First Hill,15,12,2,87,1,295600.0
1404,2010,5,First Hill,0,0,0,0,0,249100.0
1405,2011,5,First Hill,5,6,10,56,1,219300.0
1406,2012,5,First Hill,9,10,12,59,10,218300.0
1407,2013,5,First Hill,0,0,0,0,0,242700.0
1408,2014,5,First Hill,10,8,5,70,7,289000.0
1409,2015,5,First Hill,18,13,4,105,3,299300.0
1410,2010,6,First Hill,0,0,0,0,0,247100.0
1411,2011,6,First Hill,11,2,10,54,0,218400.0
1412,2012,6,First Hill,13,3,9,60,5,217100.0
1413,2013,6,First Hill,0,0,0,0,0,246400.0
1414,2014,6,First Hill,17,8,4,77,3,289000.0
1415,2015,6,First Hill,22,13,5,107,4,303900.0
1416,2010,7,First Hill,3,5,9,32,3,244500.0
1417,2011,7,First Hill,13,8,9,78,4,216800.0
1418,2012,7,First Hill,13,7,13,89,0,216400.0
1419,2013,7,First Hill,0,0,0,0,0,250900.0
1420,2014,7,First Hill,14,7,4,89,0,287700.0
1421,2015,7,First Hill,18,14,9,96,9,309500.0
1422,2010,8,First Hill,14,5,25,71,1,242400.0
1423,2011,8,First Hill,17,19,18,75,6,215700.0
1424,2012,8,First Hill,4,9,6,82,4,216600.0
1425,2013,8,First Hill,0,0,0,1,0,254700.0
1426,2014,8,First Hill,18,6,0,69,10,287300.0
1427,2015,8,First Hill,26,10,4,115,6,313700.0
1428,2010,9,First Hill,11,13,15,51,7,240100.0
1429,2011,9,First Hill,12,6,16,69,3,214800.0
1430,2012,9,First Hill,10,16,9,83,3,217900.0
1431,2013,9,First Hill,0,0,0,0,0,258200.0
1432,2014,9,First Hill,14,5,1,65,3,288300.0
1433,2015,9,First Hill,16,10,4,110,7,316000.0
1434,2010,10,First Hill,10,6,16,57,2,237600.0
1435,2011,10,First Hill,5,5,14,78,4,214100.0
1436,2012,10,First Hill,20,17,11,76,4,219600.0
1437,2013,10,First Hill,4,5,4,75,6,262400.0
1438,2014,10,First Hill,18,7,4,101,2,289500.0
1439,2010,11,First Hill,10,2,18,40,3,235300.0
1440,2011,11,First Hill,10,6,9,43,4,213600.0
1441,2012,11,First Hill,8,13,10,74,6,222100.0
1442,2013,11,First Hill,12,14,6,63,1,265500.0
1443,2014,11,First Hill,14,6,3,95,2,291500.0
1444,2010,12,First Hill,5,9,8,51,5,233100.0
1445,2011,12,First Hill,9,5,11,64,1,213500.0
1446,2012,12,First Hill,7,19,8,45,3,225700.0
1447,2013,12,First Hill,9,7,6,81,4,267100.0
1448,2014,12,First Hill,13,7,2,53,1,293600.0
1449,2010,1,Fremont,0,0,0,0,0,411700.0
1450,2011,1,Fremont,1,22,2,37,0,395600.0
1451,2012,1,Fremont,8,5,4,42,0,397800.0
1452,2013,1,Fremont,3,17,4,45,2,449100.0
1453,2014,1,Fremont,2,21,0,30,0,484300.0
1454,2015,1,Fremont,4,12,1,43,1,515200.0
1455,2010,2,Fremont,0,0,0,0,0,413000.0
1456,2011,2,Fremont,1,9,2,30,0,394500.0
1457,2012,2,Fremont,6,9,4,46,2,398600.0
1458,2013,2,Fremont,7,17,4,33,0,455500.0
1459,2014,2,Fremont,3,21,0,44,1,486900.0
1460,2015,2,Fremont,4,6,1,39,2,520000.0
1461,2010,3,Fremont,0,0,0,0,0,413900.0
1462,2011,3,Fremont,2,8,5,10,0,392300.0
1463,2012,3,Fremont,6,12,1,29,1,399400.0
1464,2013,3,Fremont,0,0,0,0,0,462100.0
1465,2014,3,Fremont,3,12,2,28,1,488900.0
1466,2015,3,Fremont,3,11,2,46,2,530200.0
1467,2010,4,Fremont,0,0,0,0,0,415000.0
1468,2011,4,Fremont,7,9,7,35,0,391200.0
1469,2012,4,Fremont,7,16,4,48,1,399000.0
1470,2013,4,Fremont,0,0,0,0,0,469400.0
1471,2014,4,Fremont,1,20,0,25,1,491700.0
1472,2015,4,Fremont,6,11,1,37,0,542200.0
1473,2010,5,Fremont,0,0,0,0,0,416100.0
1474,2011,5,Fremont,5,17,6,37,1,391000.0
1475,2012,5,Fremont,6,5,7,56,1,400300.0
1476,2013,5,Fremont,0,0,0,0,0,475000.0
1477,2014,5,Fremont,6,19,0,47,1,493400.0
1478,2015,5,Fremont,3,13,2,46,1,552400.0
1479,2010,6,Fremont,0,0,0,0,0,413900.0
1480,2011,6,Fremont,5,6,0,70,1,390500.0
1481,2012,6,Fremont,4,18,3,73,1,405200.0
1482,2013,6,Fremont,0,0,0,0,0,478200.0
1483,2014,6,Fremont,9,19,1,53,3,495000.0
1484,2015,6,Fremont,10,13,0,54,0,561700.0
1485,2010,7,Fremont,3,8,11,64,0,408700.0
1486,2011,7,Fremont,3,8,3,63,1,390600.0
1487,2012,7,Fremont,5,13,2,75,0,412000.0
1488,2013,7,Fremont,0,0,0,0,0,478000.0
1489,2014,7,Fremont,3,21,1,55,0,497600.0
1490,2015,7,Fremont,6,12,0,76,3,571300.0
1491,2010,8,Fremont,6,20,16,94,1,404300.0
1492,2011,8,Fremont,2,9,4,74,1,392500.0
1493,2012,8,Fremont,1,10,1,75,1,418200.0
1494,2013,8,Fremont,0,0,0,0,0,476600.0
1495,2014,8,Fremont,3,12,1,35,1,499800.0
1496,2015,8,Fremont,4,19,0,59,0,576100.0
1497,2010,9,Fremont,7,13,12,83,1,402400.0
1498,2011,9,Fremont,5,12,3,71,1,395500.0
1499,2012,9,Fremont,9,18,2,72,1,422300.0
1500,2013,9,Fremont,0,0,0,0,0,474400.0
1501,2014,9,Fremont,3,11,1,50,0,501900.0
1502,2015,9,Fremont,4,16,0,49,0,578900.0
1503,2010,10,Fremont,8,9,8,84,0,400100.0
1504,2011,10,Fremont,13,6,0,58,2,398200.0
1505,2012,10,Fremont,6,12,2,35,0,426800.0
1506,2013,10,Fremont,4,12,0,40,0,474200.0
1507,2014,10,Fremont,1,13,0,44,1,505900.0
1508,2010,11,Fremont,7,20,8,58,1,396700.0
1509,2011,11,Fremont,1,2,1,32,0,399600.0
1510,2012,11,Fremont,3,16,1,32,3,434200.0
1511,2013,11,Fremont,9,13,0,50,1,476400.0
1512,2014,11,Fremont,8,7,0,32,1,510000.0
1513,2010,12,Fremont,6,14,3,46,1,395200.0
1514,2011,12,Fremont,1,12,1,32,0,399100.0
1515,2012,12,Fremont,5,12,2,35,1,442500.0
1516,2013,12,Fremont,6,15,0,34,0,480600.0
1517,2014,12,Fremont,2,13,0,23,2,512200.0
1518,2010,1,Gatewood,0,0,0,0,0,382300.0
1519,2011,1,Gatewood,1,5,1,8,0,360500.0
1520,2012,1,Gatewood,0,4,0,4,0,353200.0
1521,2013,1,Gatewood,2,7,1,8,0,391700.0
1522,2014,1,Gatewood,1,2,0,7,1,438900.0
1523,2015,1,Gatewood,0,2,0,2,1,454600.0
1524,2010,2,Gatewood,0,0,0,0,0,383600.0
1525,2011,2,Gatewood,0,1,1,4,0,356300.0
1526,2012,2,Gatewood,0,3,1,1,0,357800.0
1527,2013,2,Gatewood,1,1,0,2,0,395800.0
1528,2014,2,Gatewood,0,3,0,7,0,441000.0
1529,2015,2,Gatewood,0,1,0,3,1,456100.0
1530,2010,3,Gatewood,0,0,0,0,0,383700.0
1531,2011,3,Gatewood,1,3,2,7,1,352500.0
1532,2012,3,Gatewood,1,1,1,4,0,363800.0
1533,2013,3,Gatewood,0,0,0,0,0,399600.0
1534,2014,3,Gatewood,1,1,0,6,0,443200.0
1535,2015,3,Gatewood,0,2,0,8,0,461700.0
1536,2010,4,Gatewood,0,0,0,0,0,384000.0
1537,2011,4,Gatewood,0,2,0,8,0,350000.0
1538,2012,4,Gatewood,0,4,3,13,0,369100.0
1539,2013,4,Gatewood,0,0,0,0,0,404000.0
1540,2014,4,Gatewood,0,3,1,7,1,444000.0
1541,2015,4,Gatewood,0,2,0,5,0,469900.0
1542,2010,5,Gatewood,0,0,0,0,0,385000.0
1543,2011,5,Gatewood,1,4,1,14,0,347300.0
1544,2012,5,Gatewood,0,6,1,7,0,372900.0
1545,2013,5,Gatewood,0,0,0,0,0,410100.0
1546,2014,5,Gatewood,0,0,0,6,0,443900.0
1547,2015,5,Gatewood,0,1,1,13,0,476500.0
1548,2010,6,Gatewood,0,0,0,0,0,384300.0
1549,2011,6,Gatewood,0,5,0,7,0,345000.0
1550,2012,6,Gatewood,0,3,1,14,0,375900.0
1551,2013,6,Gatewood,0,0,0,0,0,416900.0
1552,2014,6,Gatewood,2,2,0,8,0,444000.0
1553,2015,6,Gatewood,0,3,1,8,1,480200.0
1554,2010,7,Gatewood,0,0,1,8,1,380600.0
1555,2011,7,Gatewood,1,4,1,12,0,344300.0
1556,2012,7,Gatewood,2,5,1,12,0,377600.0
1557,2013,7,Gatewood,0,0,0,0,0,423200.0
1558,2014,7,Gatewood,0,6,0,12,0,444000.0
1559,2015,7,Gatewood,0,2,0,12,0,484000.0
1560,2010,8,Gatewood,0,3,2,22,0,375800.0
1561,2011,8,Gatewood,0,6,1,15,1,345700.0
1562,2012,8,Gatewood,1,3,0,15,0,378600.0
1563,2013,8,Gatewood,0,0,0,0,0,427400.0
1564,2014,8,Gatewood,0,0,0,7,0,444400.0
1565,2015,8,Gatewood,0,4,0,10,0,486900.0
1566,2010,9,Gatewood,2,7,2,14,0,371300.0
1567,2011,9,Gatewood,1,6,0,13,0,348400.0
1568,2012,9,Gatewood,1,1,3,13,0,379300.0
1569,2013,9,Gatewood,0,0,0,0,0,431400.0
1570,2014,9,Gatewood,1,5,0,5,0,445300.0
1571,2015,9,Gatewood,0,3,0,7,0,489700.0
1572,2010,10,Gatewood,2,7,2,10,0,367500.0
1573,2011,10,Gatewood,0,4,2,4,0,350700.0
1574,2012,10,Gatewood,0,3,1,9,1,380800.0
1575,2013,10,Gatewood,0,6,0,9,0,434800.0
1576,2014,10,Gatewood,0,4,0,5,1,447000.0
1577,2010,11,Gatewood,0,2,3,11,0,364900.0
1578,2011,11,Gatewood,0,3,0,4,0,351400.0
1579,2012,11,Gatewood,0,8,1,7,0,383600.0
1580,2013,11,Gatewood,0,2,0,9,0,436900.0
1581,2014,11,Gatewood,0,4,0,1,0,449800.0
1582,2010,12,Gatewood,0,4,0,7,0,363200.0
1583,2011,12,Gatewood,1,6,1,4,0,351600.0
1584,2012,12,Gatewood,0,1,1,6,0,387500.0
1585,2013,12,Gatewood,1,2,1,7,0,437500.0
1586,2014,12,Gatewood,0,3,0,7,2,452500.0
1587,2010,1,Genesee,0,0,0,0,0,404200.0
1588,2011,1,Genesee,1,10,2,21,0,392400.0
1589,2012,1,Genesee,1,1,1,12,1,381100.0
1590,2013,1,Genesee,0,7,1,21,2,430600.0
1591,2014,1,Genesee,1,6,0,20,1,460100.0
1592,2015,1,Genesee,2,5,0,13,0,479900.0
1593,2010,2,Genesee,0,0,0,0,0,403700.0
1594,2011,2,Genesee,1,3,0,7,0,394700.0
1595,2012,2,Genesee,2,1,0,19,1,380300.0
1596,2013,2,Genesee,0,11,1,15,5,431300.0
1597,2014,2,Genesee,8,1,1,19,1,463000.0
1598,2015,2,Genesee,1,3,1,8,2,484100.0
1599,2010,3,Genesee,0,0,0,0,0,401300.0
1600,2011,3,Genesee,1,0,0,11,0,397100.0
1601,2012,3,Genesee,2,2,1,13,3,381000.0
1602,2013,3,Genesee,0,0,0,0,0,431600.0
1603,2014,3,Genesee,3,5,1,8,2,464500.0
1604,2015,3,Genesee,1,3,1,16,0,496800.0
1605,2010,4,Genesee,0,0,0,0,0,398600.0
1606,2011,4,Genesee,0,5,1,16,2,395700.0
1607,2012,4,Genesee,1,1,1,21,0,383100.0
1608,2013,4,Genesee,0,0,0,0,0,431800.0
1609,2014,4,Genesee,0,3,0,14,0,465900.0
1610,2015,4,Genesee,2,0,1,18,0,512500.0
1611,2010,5,Genesee,0,0,0,0,0,398400.0
1612,2011,5,Genesee,1,4,0,23,1,391400.0
1613,2012,5,Genesee,6,0,0,15,0,387300.0
1614,2013,5,Genesee,0,0,0,0,0,431400.0
1615,2014,5,Genesee,2,3,1,17,2,468200.0
1616,2015,5,Genesee,1,5,0,19,0,521900.0
1617,2010,6,Genesee,0,0,0,0,0,398100.0
1618,2011,6,Genesee,4,2,1,8,1,388400.0
1619,2012,6,Genesee,5,1,0,17,0,394000.0
1620,2013,6,Genesee,0,0,0,0,0,430900.0
1621,2014,6,Genesee,1,7,1,33,2,471100.0
1622,2015,6,Genesee,0,2,1,19,0,525500.0
1623,2010,7,Genesee,1,3,0,19,1,397200.0
1624,2011,7,Genesee,4,1,2,18,1,385800.0
1625,2012,7,Genesee,4,3,1,32,4,399700.0
1626,2013,7,Genesee,0,0,0,0,0,432100.0
1627,2014,7,Genesee,4,4,0,29,0,472100.0
1628,2015,7,Genesee,1,2,0,22,2,533500.0
1629,2010,8,Genesee,3,6,3,33,0,395400.0
1630,2011,8,Genesee,4,3,1,12,0,383700.0
1631,2012,8,Genesee,5,1,0,20,0,404300.0
1632,2013,8,Genesee,0,0,0,0,0,436800.0
1633,2014,8,Genesee,2,0,0,16,0,472200.0
1634,2015,8,Genesee,1,2,1,21,2,539000.0
1635,2010,9,Genesee,1,12,0,21,0,393900.0
1636,2011,9,Genesee,1,6,3,19,0,381900.0
1637,2012,9,Genesee,1,4,3,32,2,410100.0
1638,2013,9,Genesee,0,0,0,0,0,444300.0
1639,2014,9,Genesee,2,3,0,11,2,471700.0
1640,2015,9,Genesee,1,1,0,27,1,541700.0
1641,2010,10,Genesee,2,4,1,21,1,392500.0
1642,2011,10,Genesee,1,3,2,19,0,381600.0
1643,2012,10,Genesee,2,7,0,10,0,418100.0
1644,2013,10,Genesee,3,5,1,20,0,452700.0
1645,2014,10,Genesee,2,4,0,16,1,472600.0
1646,2010,11,Genesee,2,4,2,17,0,391900.0
1647,2011,11,Genesee,0,1,1,16,0,382800.0
1648,2012,11,Genesee,6,6,0,19,2,425200.0
1649,2013,11,Genesee,7,5,0,18,0,457500.0
1650,2014,11,Genesee,3,6,0,16,1,474700.0
1651,2010,12,Genesee,2,2,0,9,0,392200.0
1652,2011,12,Genesee,1,4,1,18,0,383000.0
1653,2012,12,Genesee,2,5,2,23,0,429100.0
1654,2013,12,Genesee,4,7,0,16,1,458700.0
1655,2014,12,Genesee,3,6,1,12,2,477100.0
1656,2010,1,Green Lake,0,0,0,0,0,469100.0
1657,2011,1,Green Lake,2,5,4,20,1,441500.0
1658,2012,1,Green Lake,0,6,0,19,0,447900.0
1659,2013,1,Green Lake,0,3,0,24,0,483600.0
1660,2014,1,Green Lake,2,8,0,17,2,549800.0
1661,2015,1,Green Lake,1,6,1,18,0,582400.0
1662,2010,2,Green Lake,0,0,0,0,0,469300.0
1663,2011,2,Green Lake,1,4,1,12,1,439700.0
1664,2012,2,Green Lake,2,7,2,26,0,450100.0
1665,2013,2,Green Lake,1,9,2,20,2,488600.0
1666,2014,2,Green Lake,1,9,0,19,0,555200.0
1667,2015,2,Green Lake,1,11,0,21,4,584300.0
1668,2010,3,Green Lake,0,0,0,0,0,468300.0
1669,2011,3,Green Lake,1,5,0,7,1,438100.0
1670,2012,3,Green Lake,4,7,1,19,0,453700.0
1671,2013,3,Green Lake,0,0,0,0,0,492600.0
1672,2014,3,Green Lake,2,7,0,16,2,559800.0
1673,2015,3,Green Lake,3,9,0,20,0,592500.0
1674,2010,4,Green Lake,0,0,0,0,0,466700.0
1675,2011,4,Green Lake,0,4,0,15,0,437300.0
1676,2012,4,Green Lake,2,3,1,17,1,456600.0
1677,2013,4,Green Lake,0,0,0,0,0,498000.0
1678,2014,4,Green Lake,2,12,0,23,0,561700.0
1679,2015,4,Green Lake,0,10,0,18,0,604500.0
1680,2010,5,Green Lake,0,0,0,0,0,464200.0
1681,2011,5,Green Lake,4,9,4,13,0,438100.0
1682,2012,5,Green Lake,0,3,0,26,2,459100.0
1683,2013,5,Green Lake,0,0,0,0,0,504300.0
1684,2014,5,Green Lake,4,9,0,21,0,563100.0
1685,2015,5,Green Lake,4,12,1,40,0,614100.0
1686,2010,6,Green Lake,0,0,0,0,0,458500.0
1687,2011,6,Green Lake,0,5,2,25,1,439600.0
1688,2012,6,Green Lake,3,4,1,23,0,462300.0
1689,2013,6,Green Lake,0,0,0,0,0,512300.0
1690,2014,6,Green Lake,3,7,0,36,0,565800.0
1691,2015,6,Green Lake,3,14,1,32,0,620000.0
1692,2010,7,Green Lake,3,2,0,13,0,453000.0
1693,2011,7,Green Lake,3,4,0,27,0,440700.0
1694,2012,7,Green Lake,7,0,2,37,2,465700.0
1695,2013,7,Green Lake,0,0,0,0,0,521100.0
1696,2014,7,Green Lake,1,11,0,45,1,567500.0
1697,2015,7,Green Lake,5,20,0,39,0,626800.0
1698,2010,8,Green Lake,0,4,2,30,2,450300.0
1699,2011,8,Green Lake,4,9,1,35,1,441500.0
1700,2012,8,Green Lake,6,8,0,38,0,467400.0
1701,2013,8,Green Lake,0,0,0,0,0,528500.0
1702,2014,8,Green Lake,3,6,0,31,0,568700.0
1703,2015,8,Green Lake,5,14,0,35,0,632000.0
1704,2010,9,Green Lake,3,11,2,24,2,448000.0
1705,2011,9,Green Lake,1,13,0,19,0,443700.0
1706,2012,9,Green Lake,6,4,0,22,0,468800.0
1707,2013,9,Green Lake,0,0,0,0,0,533800.0
1708,2014,9,Green Lake,0,1,1,16,2,569300.0
